"日時","地区","種類","内容","警備エリア","操作者","警備操作方法","メール"
"2022/10/26（水）09:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/10/26（水）09:00","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2022/10/26（水）08:42","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2022/10/26（水）08:41","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2022/10/26（水）08:38","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2022/10/26（水）08:37","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2022/10/26（水）08:36","3階テナント","警備操作","警備解除","-","US00620305","IDカード／キー","○"
"2022/10/26（水）06:46","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2022/10/25（火）21:12","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2022/10/25（火）21:00","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2022/10/25（火）18:56","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/10/25（火）18:49","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2022/10/25（火）09:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/10/25（火）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2022/10/25（火）08:35","3階テナント","警備操作","警備解除","-","US00620305","IDカード／キー","○"
"2022/10/25（火）07:58","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2022/10/24（月）22:21","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/10/24（月）21:50","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2022/10/24（月）19:13","3階テナント","警備操作","警備開始","-","US00620308","IDカード／キー","○"
"2022/10/24（月）18:04","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2022/10/24（月）09:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/10/24（月）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2022/10/24（月）08:25","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","○"
"2022/10/24（月）08:02","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2022/10/23（日）17:11","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2022/10/23（日）17:09","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2022/10/23（日）17:06","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2022/10/23（日）13:44","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2022/10/22（土）21:53","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/10/22（土）21:22","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2022/10/22（土）18:03","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2022/10/22（土）17:51","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2022/10/22（土）09:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/10/22（土）09:05","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2022/10/22（土）08:45","3階テナント","警備操作","警備解除","-","US00620309","IDカード／キー","○"
"2022/10/22（土）08:41","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2022/10/21（金）21:24","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2022/10/21（金）18:39","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/10/21（金）18:32","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2022/10/21（金）18:22","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2022/10/21（金）09:32","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/10/21（金）08:54","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2022/10/21（金）08:19","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2022/10/21（金）08:17","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2022/10/20（木）22:11","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2022/10/20（木）21:43","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2022/10/20（木）21:41","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2022/10/20（木）19:38","3階テナント","警備操作","警備開始","-","US00620311","IDカード／キー","○"
"2022/10/20（木）19:13","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2022/10/20（木）09:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/10/20（木）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2022/10/20（木）08:22","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2022/10/20（木）08:12","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2022/10/19（水）20:48","3階テナント","警備操作","警備開始","-","US00620309","IDカード／キー","○"
"2022/10/19（水）20:48","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2022/10/19（水）20:22","3階テナント","警備操作","警備解除","-","US00620309","IDカード／キー","○"
"2022/10/19（水）19:23","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/10/19（水）19:21","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2022/10/19（水）19:17","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2022/10/19（水）18:51","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2022/10/19（水）17:48","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2022/10/19（水）09:32","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/10/19（水）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2022/10/19（水）08:39","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2022/10/19（水）08:37","3階テナント","警備操作","警備解除","-","US00620309","IDカード／キー","○"
"2022/10/19（水）00:16","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2022/10/19（水）00:15","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2022/10/19（水）00:14","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2022/10/19（水）00:13","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2022/10/18（火）21:02","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2022/10/18（火）20:46","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2022/10/18（火）19:45","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/10/18（火）19:24","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2022/10/18（火）19:14","3階テナント","警備操作","警備開始","-","US00620305","IDカード／キー","○"
"2022/10/18（火）17:48","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2022/10/18（火）17:48","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2022/10/18（火）17:48","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2022/10/18（火）09:32","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/10/18（火）08:52","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2022/10/18（火）08:26","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2022/10/18（火）07:59","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2022/10/17（月）20:27","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2022/10/17（月）19:24","3階テナント","警備操作","警備開始","-","US00620308","IDカード／キー","○"
"2022/10/17（月）17:52","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2022/10/17（月）17:52","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2022/10/17（月）17:47","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2022/10/17（月）09:33","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/10/17（月）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2022/10/17（月）08:38","3階テナント","警備操作","警備解除","-","US00620309","IDカード／キー","○"
"2022/10/17（月）07:53","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2022/10/16（日）13:29","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2022/10/16（日）09:32","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2022/10/15（土）19:23","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2022/10/15（土）19:16","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2022/10/15（土）14:28","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2022/10/15（土）08:10","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2022/10/14（金）21:04","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2022/10/14（金）20:04","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/10/14（金）19:38","3階テナント","警備操作","警備開始","-","US00620305","IDカード／キー","○"
"2022/10/14（金）19:35","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2022/10/14（金）19:33","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2022/10/14（金）17:24","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2022/10/14（金）14:46","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/10/14（金）09:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/10/14（金）09:00","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2022/10/14（金）08:41","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2022/10/14（金）08:06","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2022/10/13（木）21:13","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2022/10/13（木）19:44","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2022/10/13（木）19:43","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2022/10/13（木）19:18","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2022/10/13（木）17:42","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2022/10/13（木）15:05","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/10/13（木）09:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/10/13（木）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","-"
"2022/10/13（木）08:08","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","-"
"2022/10/13（木）07:52","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","-"
"2022/10/12（水）21:22","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","-"
"2022/10/12（水）18:13","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","-"
"2022/10/12（水）18:11","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","-"
"2022/10/12（水）09:38","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/10/12（水）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","-"
"2022/10/12（水）08:04","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","-"
"2022/10/12（水）07:03","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","-"
"2022/10/11（火）21:44","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","-"
"2022/10/11（火）20:22","3階テナント","警備操作","警備開始","-","US00620303","IDカード／キー","-"
"2022/10/11（火）18:21","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","-"
"2022/10/11（火）12:17","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/10/11（火）09:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/10/11（火）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","-"
"2022/10/11（火）08:35","3階テナント","警備操作","警備解除","-","US00620309","IDカード／キー","-"
"2022/10/11（火）08:07","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","-"
"2022/10/10（月）17:43","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","-"
"2022/10/10（月）11:24","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","-"
"2022/10/10（月）11:23","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","-"
"2022/10/10（月）11:22","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","-"
"2022/10/10（月）11:21","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","-"
"2022/10/10（月）10:37","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/10/10（月）09:51","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","-"
"2022/10/10（月）09:38","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","-"
"2022/10/10（月）08:39","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","-"
"2022/10/08（土）17:19","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","-"
"2022/10/08（土）17:18","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","-"
"2022/10/08（土）17:07","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","-"
"2022/10/08（土）17:07","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","-"
"2022/10/08（土）17:07","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","-"
"2022/10/08（土）09:35","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","-"
"2022/10/08（土）00:15","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","-"
"2022/10/07（金）18:37","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","-"
"2022/10/07（金）18:15","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","-"
"2022/10/07（金）18:14","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","-"
"2022/10/07（金）18:10","3階テナント","警備操作","警備開始","-","US00620311","IDカード／キー","-"
"2022/10/07（金）09:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/10/07（金）08:39","3階テナント","警備操作","警備解除","-","US00620309","IDカード／キー","-"
"2022/10/07（金）08:04","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","-"
"2022/10/06（木）22:38","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","-"
"2022/10/06（木）18:44","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","-"
"2022/10/06（木）18:44","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","-"
"2022/10/06（木）18:42","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/10/06（木）18:10","3階テナント","警備操作","警備開始","-","US00620305","IDカード／キー","-"
"2022/10/06（木）09:34","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/10/06（木）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","-"
"2022/10/06（木）08:15","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","-"
"2022/10/06（木）07:21","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","-"
"2022/10/05（水）21:25","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","-"
"2022/10/05（水）19:23","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/10/05（水）19:09","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","-"
"2022/10/05（水）19:08","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","-"
"2022/10/05（水）18:52","3階テナント","警備操作","警備開始","-","US00620305","IDカード／キー","-"
"2022/10/05（水）17:40","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","-"
"2022/10/05（水）09:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/10/05（水）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","-"
"2022/10/05（水）08:38","3階テナント","警備操作","警備解除","-","US00620309","IDカード／キー","-"
"2022/10/05（水）08:05","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","-"
"2022/10/04（火）21:21","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","-"
"2022/10/04（火）18:58","3階テナント","警備操作","警備開始","-","US00620305","IDカード／キー","-"
"2022/10/04（火）18:21","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","-"
"2022/10/04（火）13:45","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/10/04（火）12:04","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/10/04（火）09:32","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/10/04（火）08:18","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","-"
"2022/10/04（火）08:05","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","-"
"2022/10/04（火）07:43","3階テナント","警備操作","警備解除","-","US00620311","IDカード／キー","-"
"2022/10/03（月）22:01","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","-"
"2022/10/03（月）20:22","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","-"
"2022/10/03（月）20:21","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","-"
"2022/10/03（月）20:09","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/10/03（月）19:48","3階テナント","警備操作","警備開始","-","US00620309","IDカード／キー","-"
"2022/10/03（月）17:45","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","-"
"2022/10/03（月）09:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/10/03（月）08:34","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","-"
"2022/10/03（月）08:13","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","-"
"2022/10/03（月）07:57","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","-"
"2022/10/02（日）17:31","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","-"
"2022/10/02（日）16:20","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","-"
"2022/10/02（日）13:42","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","-"
"2022/10/02（日）11:27","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","-"
