"日時","地区","種類","内容","警備エリア","操作者","警備操作方法","メール"
"2021/11/24（水）12:03","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/24（水）09:35","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/24（水）08:50","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2021/11/24（水）08:13","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2021/11/24（水）07:10","3階テナント","警備操作","警備解除","-","US00620304","IDカード／キー","○"
"2021/11/22（月）19:05","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/22（月）19:02","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2021/11/22（月）18:34","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2021/11/22（月）18:33","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2021/11/22（月）18:33","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2021/11/22（月）18:31","3階テナント","警備操作","警備開始","-","US00620311","IDカード／キー","○"
"2021/11/22（月）10:50","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/22（月）09:44","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/22（月）08:53","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2021/11/22（月）08:38","3階テナント","警備操作","警備解除","-","US00620304","IDカード／キー","○"
"2021/11/22（月）08:17","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2021/11/20（土）19:09","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/20（土）18:58","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2021/11/20（土）18:36","5階テナント","警備操作","警備開始","-","US00620322","IDカード／キー","○"
"2021/11/20（土）18:09","3階テナント","警備操作","警備開始","-","US00620311","IDカード／キー","○"
"2021/11/20（土）09:26","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/20（土）08:57","5階テナント","警備操作","警備解除","-","US00620322","IDカード／キー","○"
"2021/11/20（土）08:46","3階テナント","警備操作","警備解除","-","US00620305","IDカード／キー","○"
"2021/11/20（土）08:14","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2021/11/19（金）20:19","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/19（金）20:07","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2021/11/19（金）19:57","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2021/11/19（金）19:48","3階テナント","警備操作","警備開始","-","US00620305","IDカード／キー","○"
"2021/11/19（金）15:22","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/19（金）11:13","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/19（金）10:34","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/19（金）09:25","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/19（金）08:56","5階テナント","警備操作","警備解除","-","US00620322","IDカード／キー","○"
"2021/11/19（金）08:38","3階テナント","警備操作","警備解除","-","US00620304","IDカード／キー","○"
"2021/11/19（金）08:33","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2021/11/18（木）20:13","3階テナント","警備操作","警備開始","-","US00620304","IDカード／キー","○"
"2021/11/18（木）19:51","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2021/11/18（木）19:33","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/18（木）19:01","5階テナント","警備操作","警備開始","-","US00620322","IDカード／キー","○"
"2021/11/18（木）09:24","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/18（木）08:51","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2021/11/18（木）08:12","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2021/11/18（木）07:52","3階テナント","警備操作","警備解除","-","US00620304","IDカード／キー","○"
"2021/11/17（水）20:13","3階テナント","警備操作","警備開始","-","US00620304","IDカード／キー","○"
"2021/11/17（水）18:47","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2021/11/17（水）18:36","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/17（水）18:03","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2021/11/17（水）09:24","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/17（水）08:49","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2021/11/17（水）08:33","3階テナント","警備操作","警備解除","-","US00620304","IDカード／キー","○"
"2021/11/17（水）08:17","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2021/11/16（火）20:47","3階テナント","警備操作","警備開始","-","US00620304","IDカード／キー","○"
"2021/11/16（火）20:20","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/16（火）20:11","5階テナント","警備操作","警備開始","-","US00620322","IDカード／キー","○"
"2021/11/16（火）20:02","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2021/11/16（火）16:24","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/16（火）10:34","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/16（火）09:26","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/16（火）08:49","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2021/11/16（火）08:28","3階テナント","警備操作","警備解除","-","US00620304","IDカード／キー","○"
"2021/11/16（火）08:17","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2021/11/15（月）20:10","4階テナント","警備警報","防犯警報","-","","","○"
"2021/11/15（月）19:40","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/15（月）19:39","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2021/11/15（月）19:39","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2021/11/15（月）19:39","3階テナント","警備警報","防犯警報","-","","","○"
"2021/11/15（月）19:36","5階テナント","警備操作","警備開始","-","US00620322","IDカード／キー","○"
"2021/11/15（月）19:23","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2021/11/15（月）18:58","3階テナント","警備操作","警備開始","-","US00620310","IDカード／キー","○"
"2021/11/15（月）12:02","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/15（月）09:22","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/15（月）08:53","5階テナント","警備操作","警備解除","-","US00620322","IDカード／キー","○"
"2021/11/15（月）08:41","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","○"
"2021/11/15（月）08:14","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2021/11/15（月）08:03","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2021/11/15（月）08:01","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2021/11/14（日）15:11","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/14（日）14:38","3階テナント","警備操作","警備開始","-","US00620305","IDカード／キー","○"
"2021/11/14（日）14:37","3階テナント","警備操作","警備解除","-","US00620305","IDカード／キー","○"
"2021/11/13（土）20:10","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/13（土）20:06","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2021/11/13（土）19:52","3階テナント","警備操作","警備開始","-","US00620305","IDカード／キー","○"
"2021/11/13（土）18:34","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2021/11/13（土）10:23","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/13（土）09:23","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/13（土）08:46","3階テナント","警備操作","警備解除","-","US00620303","IDカード／キー","○"
"2021/11/13（土）08:43","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2021/11/13（土）08:07","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2021/11/12（金）19:21","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/12（金）19:02","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2021/11/12（金）18:52","3階テナント","警備操作","警備開始","-","US00620305","IDカード／キー","○"
"2021/11/12（金）18:48","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2021/11/12（金）15:33","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/12（金）09:49","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/12（金）09:02","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2021/11/12（金）08:52","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2021/11/12（金）08:26","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","○"
"2021/11/12（金）08:01","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2021/11/12（金）08:00","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2021/11/11（木）19:41","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/11（木）19:22","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2021/11/11（木）19:09","5階テナント","警備操作","警備開始","-","US00620322","IDカード／キー","○"
"2021/11/11（木）18:15","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2021/11/11（木）18:12","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/11（木）17:41","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/11（木）09:24","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/11（木）09:01","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2021/11/11（木）08:48","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2021/11/11（木）08:40","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2021/11/10（水）20:26","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2021/11/10（水）18:36","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/10（水）18:23","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2021/11/10（水）18:22","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2021/11/10（水）18:21","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2021/11/10（水）18:13","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2021/11/10（水）16:12","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/10（水）09:26","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/10（水）08:59","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2021/11/10（水）08:54","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2021/11/10（水）08:14","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2021/11/09（火）19:49","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2021/11/09（火）19:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/09（火）19:25","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2021/11/09（火）19:00","5階テナント","警備操作","警備開始","-","US00620322","IDカード／キー","○"
"2021/11/09（火）09:21","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/09（火）08:45","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2021/11/09（火）08:40","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2021/11/09（火）08:18","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2021/11/08（月）20:08","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2021/11/08（月）19:56","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/08（月）19:25","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2021/11/08（月）18:57","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2021/11/08（月）09:24","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/08（月）08:53","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2021/11/08（月）08:42","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2021/11/08（月）08:16","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2021/11/05（金）19:27","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2021/11/05（金）19:25","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2021/11/05（金）19:04","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/05（金）18:30","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2021/11/05（金）09:24","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/05（金）08:52","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2021/11/05（金）08:43","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2021/11/05（金）08:17","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2021/11/04（木）20:34","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2021/11/04（木）19:54","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2021/11/04（木）19:48","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/04（木）19:17","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2021/11/04（木）09:26","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/04（木）08:54","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2021/11/04（木）08:32","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2021/11/04（木）08:16","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2021/11/02（火）20:00","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2021/11/02（火）20:00","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2021/11/02（火）19:48","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/02（火）18:04","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2021/11/02（火）18:02","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2021/11/02（火）13:21","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2021/11/02（火）13:20","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2021/11/02（火）10:22","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/02（火）09:53","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2021/11/02（火）09:25","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/02（火）09:02","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2021/11/02（火）08:49","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2021/11/02（火）08:29","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2021/11/01（月）20:00","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/01（月）19:30","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2021/11/01（月）19:28","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2021/11/01（月）18:55","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/01（月）18:46","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2021/11/01（月）09:24","1Fサーバールーム","空室検索","空室","-","","","-"
"2021/11/01（月）08:49","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2021/11/01（月）08:32","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2021/11/01（月）08:29","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
