"日時","地区","種類","内容","警備エリア","操作者","警備操作方法","メール"
"2023/05/23（火）19:24","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/05/23（火）19:03","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/05/23（火）18:34","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/05/23（火）18:32","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/05/23（火）17:49","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/05/23（火）09:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/05/23（火）09:00","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/05/23（火）08:01","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/05/23（火）06:34","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","○"
"2023/05/22（月）23:29","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/05/22（月）20:30","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/05/22（月）19:59","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/05/22（月）18:03","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/05/22（月）09:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/05/22（月）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/05/22（月）08:36","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/05/22（月）07:52","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/05/21（日）19:04","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/05/21（日）19:04","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/05/21（日）16:59","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/05/21（日）16:48","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/05/21（日）16:47","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/05/21（日）16:46","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/05/21（日）08:59","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/05/21（日）08:52","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/05/20（土）21:35","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/05/20（土）21:34","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/05/20（土）21:33","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/05/20（土）20:56","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/05/20（土）19:21","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/05/20（土）18:05","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/05/20（土）17:49","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/05/20（土）09:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/05/20（土）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/05/20（土）08:40","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/05/20（土）07:58","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/05/19（金）22:51","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/05/19（金）19:39","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/05/19（金）18:10","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/05/19（金）18:09","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/05/19（金）17:59","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/05/19（金）17:49","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/05/19（金）09:32","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/05/19（金）08:58","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/05/19（金）07:54","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/05/19（金）06:30","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","○"
"2023/05/18（木）23:48","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/05/18（木）23:23","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/05/18（木）23:21","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/05/18（木）20:07","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/05/18（木）20:06","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/05/18（木）19:29","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/05/18（木）18:21","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/05/18（木）18:20","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/05/18（木）18:13","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/05/18（木）09:32","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/05/18（木）09:00","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/05/18（木）07:56","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/05/18（木）07:42","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","○"
"2023/05/17（水）22:35","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/05/17（水）20:09","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/05/17（水）18:43","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/05/17（水）18:42","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/05/17（水）18:42","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/05/17（水）18:38","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/05/17（水）18:38","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/05/17（水）18:07","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/05/17（水）18:03","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/05/17（水）18:03","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/05/17（水）09:45","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/05/17（水）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/05/17（水）08:49","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/05/17（水）07:03","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","○"
"2023/05/16（火）23:24","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/05/16（火）23:23","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/05/16（火）20:01","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/05/16（火）18:44","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/05/16（火）18:36","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/05/16（火）16:13","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/05/16（火）11:00","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/05/16（火）09:30","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/05/16（火）08:49","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/05/16（火）08:43","3階テナント","警備操作","警備解除","-","US00620309","IDカード／キー","○"
"2023/05/16（火）07:59","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/05/15（月）23:55","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/05/15（月）22:13","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/05/15（月）22:11","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/05/15（月）22:10","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/05/15（月）21:39","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/05/15（月）20:36","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/05/15（月）19:53","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/05/15（月）18:35","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/05/15（月）17:22","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/05/15（月）15:27","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/05/15（月）13:03","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/05/15（月）11:22","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/05/15（月）09:48","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/05/15（月）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/05/15（月）08:04","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/05/15（月）07:20","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","○"
"2023/05/13（土）21:18","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/05/13（土）20:41","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/05/13（土）20:39","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/05/13（土）20:26","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/05/13（土）20:25","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/05/13（土）19:05","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/05/13（土）18:50","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/05/13（土）18:35","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/05/13（土）16:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/05/13（土）13:57","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/05/13（土）09:32","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/05/13（土）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/05/13（土）08:42","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/05/13（土）07:54","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/05/12（金）20:47","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/05/12（金）20:40","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/05/12（金）18:49","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/05/12（金）17:36","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/05/12（金）09:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/05/12（金）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/05/12（金）08:04","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/05/12（金）07:06","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","○"
"2023/05/11（木）23:50","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/05/11（木）23:18","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/05/11（木）22:19","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/05/11（木）22:17","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/05/11（木）21:05","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/05/11（木）17:58","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/05/11（木）09:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/05/11（木）09:00","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/05/11（木）08:20","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","○"
"2023/05/11（木）07:56","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/05/11（木）02:14","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/05/11（木）02:13","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/05/10（水）22:11","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/05/10（水）21:39","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/05/10（水）21:35","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/05/10（水）19:42","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/05/10（水）19:42","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/05/10（水）19:40","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/05/10（水）09:32","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/05/10（水）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/05/10（水）08:04","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/05/10（水）07:00","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","○"
"2023/05/09（火）21:35","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/05/09（火）20:53","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/05/09（火）20:52","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/05/09（火）20:14","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/05/09（火）20:00","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/05/09（火）17:53","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/05/09（火）09:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/05/09（火）08:57","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/05/09（火）07:48","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/05/09（火）07:04","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","○"
"2023/05/08（月）21:30","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/05/08（月）20:09","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/05/08（月）20:06","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/05/08（月）20:04","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/05/08（月）18:38","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/05/08（月）16:38","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/05/08（月）09:42","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/05/08（月）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/05/08（月）07:51","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/05/08（月）07:08","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","○"
"2023/05/05（金）20:45","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/05/05（金）20:45","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/05/03（水）18:46","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/05/03（水）18:38","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/05/02（火）19:10","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/05/02（火）19:08","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/05/02（火）14:10","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/05/02（火）14:07","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/05/01（月）20:19","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/05/01（月）20:18","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/05/01（月）20:17","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/05/01（月）19:56","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/05/01（月）19:55","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/05/01（月）19:49","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/05/01（月）19:07","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/05/01（月）19:06","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/05/01（月）19:05","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/05/01（月）18:36","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/05/01（月）18:04","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/05/01（月）08:22","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
