"日時","地区","種類","内容","警備エリア","操作者","警備操作方法","メール"
"2023/04/26（水）22:45","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/04/26（水）22:39","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/04/26（水）21:24","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/26（水）20:53","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/04/26（水）18:36","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/26（水）17:54","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/04/26（水）09:30","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/26（水）09:00","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/04/26（水）08:04","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/04/26（水）06:49","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","○"
"2023/04/25（火）20:40","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/04/25（火）18:48","3階テナント","警備操作","警備開始","-","US00620309","IDカード／キー","○"
"2023/04/25（火）18:37","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/25（火）17:31","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/04/25（火）14:27","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/25（火）09:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/25（火）08:52","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/04/25（火）08:10","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/04/25（火）07:53","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/04/25（火）01:05","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/04/24（月）19:25","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/04/24（月）19:24","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/04/24（月）18:52","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/24（月）18:21","3階テナント","警備操作","警備開始","-","US00620305","IDカード／キー","○"
"2023/04/24（月）18:08","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/04/24（月）09:30","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/24（月）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/04/24（月）08:12","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/04/24（月）07:56","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/04/22（土）21:28","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/04/22（土）19:16","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/22（土）18:41","3階テナント","警備操作","警備開始","-","US00620305","IDカード／キー","○"
"2023/04/22（土）18:15","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/04/22（土）09:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/22（土）09:00","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/04/22（土）08:02","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/04/22（土）07:48","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/04/21（金）22:30","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/04/21（金）19:05","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/04/21（金）19:03","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/04/21（金）19:00","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/04/21（金）19:00","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/04/21（金）18:43","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/04/21（金）18:08","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/04/21（金）18:07","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/04/21（金）17:57","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/04/21（金）09:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/21（金）08:55","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/04/21（金）08:09","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/04/21（金）07:53","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/04/20（木）20:28","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/04/20（木）20:11","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/04/20（木）20:05","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/04/20（木）19:36","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/04/20（木）19:35","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/04/20（木）19:30","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/04/20（木）17:56","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/04/20（木）09:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/20（木）09:00","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/04/20（木）07:55","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/04/20（木）06:31","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","○"
"2023/04/19（水）22:09","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/04/19（水）20:41","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/04/19（水）20:39","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/04/19（水）18:36","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/19（水）18:08","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/04/19（水）17:59","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/04/19（水）12:53","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/19（水）09:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/19（水）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/04/19（水）08:36","3階テナント","警備操作","警備解除","-","US00620309","IDカード／キー","○"
"2023/04/19（水）07:53","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/04/18（火）18:46","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/04/18（火）18:29","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/04/18（火）17:42","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/04/18（火）09:32","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/18（火）09:00","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/04/18（火）08:37","3階テナント","警備操作","警備解除","-","US00620309","IDカード／キー","○"
"2023/04/18（火）07:29","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/04/17（月）20:37","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/04/17（月）18:58","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/17（月）18:49","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/04/17（月）18:40","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/04/17（月）09:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/17（月）09:00","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/04/17（月）07:55","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/04/17（月）07:02","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","○"
"2023/04/16（日）16:03","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/04/16（日）15:28","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/04/14（金）20:46","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/04/14（金）19:33","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/04/14（金）18:54","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/14（金）18:53","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/04/14（金）18:39","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/04/14（金）17:59","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/04/14（金）09:37","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/14（金）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/04/14（金）08:20","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","○"
"2023/04/14（金）08:05","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/04/13（木）23:01","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/04/13（木）22:14","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/04/13（木）21:22","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/04/13（木）21:21","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/04/13（木）20:37","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/04/13（木）20:36","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/04/13（木）20:35","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/04/13（木）19:07","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/04/13（木）18:40","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/13（木）18:19","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/04/13（木）13:56","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/13（木）11:06","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/13（木）09:30","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/13（木）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/04/13（木）08:18","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/04/13（木）08:00","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/04/12（水）20:02","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/04/12（水）19:55","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/04/12（水）19:48","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/04/12（水）18:51","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/12（水）10:04","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/12（水）09:30","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/12（水）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/04/12（水）07:03","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","○"
"2023/04/12（水）05:54","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/04/11（火）18:32","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/11（火）18:01","3階テナント","警備操作","警備開始","-","US00620305","IDカード／キー","○"
"2023/04/11（火）17:37","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/04/11（火）17:28","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/04/11（火）15:15","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/11（火）13:43","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/11（火）11:43","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/11（火）09:34","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/11（火）08:57","5階テナント","警備操作","警備解除","-","US00620303","IDカード／キー","○"
"2023/04/11（火）08:29","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","○"
"2023/04/11（火）07:59","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/04/10（月）22:19","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/04/10（月）22:18","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/04/10（月）22:17","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/04/10（月）21:21","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/04/10（月）18:32","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/04/10（月）18:32","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/04/10（月）17:25","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/04/10（月）14:56","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/10（月）09:42","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/10（月）09:00","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/04/10（月）08:02","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/04/10（月）06:50","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","○"
"2023/04/09（日）11:35","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/04/09（日）11:35","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/04/08（土）20:25","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/04/08（土）18:39","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/08（土）18:16","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/04/08（土）17:46","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/04/08（土）09:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/08（土）09:00","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/04/08（土）08:46","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/04/08（土）08:07","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/04/07（金）21:02","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/04/07（金）20:28","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/04/07（金）19:04","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/04/07（金）18:25","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/07（金）09:39","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/07（金）09:00","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/04/07（金）08:34","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/04/07（金）08:02","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/04/06（木）23:13","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/06（木）22:41","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/04/06（木）20:28","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/04/06（木）20:00","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/04/06（木）18:45","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/04/06（木）18:43","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/04/06（木）18:09","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/04/06（木）17:56","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/04/06（木）09:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/06（木）09:00","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/04/06（木）08:03","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/04/06（木）06:29","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","○"
"2023/04/06（木）00:22","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/04/06（木）00:04","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/04/06（木）00:03","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/04/05（水）19:42","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/04/05（水）18:33","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/05（水）17:55","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/04/05（水）09:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/05（水）09:00","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/04/05（水）08:37","3階テナント","警備操作","警備解除","-","US00620309","IDカード／キー","○"
"2023/04/05（水）07:59","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/04/04（火）20:18","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/04/04（火）19:15","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/04/04（火）18:45","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/04（火）18:03","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/04/04（火）09:48","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/04（火）09:00","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/04/04（火）07:58","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/04/04（火）06:30","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","○"
"2023/04/03（月）22:23","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/04/03（月）21:56","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/04/03（月）18:43","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/03（月）18:06","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/04/03（月）09:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/04/03（月）09:00","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/04/03（月）08:39","3階テナント","警備操作","警備解除","-","US00620309","IDカード／キー","○"
"2023/04/03（月）08:01","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/04/01（土）18:44","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/04/01（土）18:43","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/04/01（土）12:09","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/04/01（土）11:57","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/04/01（土）10:45","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/04/01（土）10:45","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
