"日時","地区","種類","内容","警備エリア","操作者","警備操作方法","メール"
"2023/01/21（土）08:39","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/01/21（土）08:00","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/01/20（金）22:42","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/01/20（金）22:10","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/01/20（金）19:25","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/01/20（金）18:06","3階テナント","警備操作","警備開始","-","US00620310","IDカード／キー","○"
"2023/01/20（金）09:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/01/20（金）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/01/20（金）08:00","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/01/20（金）07:07","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","○"
"2023/01/19（木）23:09","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/01/19（木）22:38","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/01/19（木）18:57","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/01/19（木）18:57","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/01/19（木）18:49","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/01/19（木）18:37","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/01/19（木）09:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/01/19（木）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/01/19（木）08:27","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/01/19（木）07:47","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/01/18（水）22:03","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/01/18（水）20:02","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/01/18（水）19:31","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/01/18（水）18:59","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/01/18（水）18:58","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/01/18（水）18:29","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/01/18（水）18:11","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/01/18（水）10:06","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/01/18（水）09:32","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/01/18（水）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/01/18（水）08:23","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/01/18（水）08:16","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/01/17（火）21:39","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/01/17（火）19:09","3階テナント","警備操作","警備開始","-","US00620305","IDカード／キー","○"
"2023/01/17（火）18:57","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/01/17（火）15:46","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/01/17（火）09:50","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/01/17（火）09:00","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/01/17（火）08:04","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/01/17（火）07:03","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","○"
"2023/01/16（月）21:44","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/01/16（月）21:39","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/01/16（月）18:45","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/01/16（月）18:44","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/01/16（月）18:16","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/01/16（月）09:32","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/01/16（月）08:49","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/01/16（月）08:15","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/01/16（月）07:57","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/01/15（日）21:41","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/01/15（日）15:36","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/01/14（土）20:55","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/01/14（土）19:21","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/01/14（土）18:40","3階テナント","警備操作","警備開始","-","US00620305","IDカード／キー","○"
"2023/01/14（土）17:44","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/01/14（土）09:49","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/01/14（土）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/01/14（土）08:39","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/01/14（土）07:58","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/01/13（金）21:43","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/01/13（金）18:52","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/01/13（金）18:52","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/01/13（金）18:42","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/01/13（金）18:14","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/01/13（金）18:04","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/01/13（金）09:48","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/01/13（金）09:00","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/01/13（金）08:05","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/01/13（金）06:31","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","○"
"2023/01/12（木）21:53","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/01/12（木）19:36","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/01/12（木）19:35","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/01/12（木）18:33","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/01/12（木）18:30","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/01/12（木）17:58","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/01/12（木）09:32","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/01/12（木）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/01/12（木）08:26","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/01/12（木）08:00","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/01/11（水）20:02","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/01/11（水）19:41","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/01/11（水）19:39","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/01/11（水）18:59","3階テナント","警備操作","警備開始","-","US00620310","IDカード／キー","○"
"2023/01/11（水）18:42","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/01/11（水）18:32","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/01/11（水）09:36","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/01/11（水）08:56","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/01/11（水）08:36","3階テナント","警備操作","警備解除","-","US00620305","IDカード／キー","○"
"2023/01/11（水）07:49","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/01/11（水）02:02","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/01/11（水）01:22","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/01/11（水）01:20","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/01/11（水）01:18","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/01/10（火）19:11","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/01/10（火）19:10","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/01/10（火）18:32","3階テナント","警備操作","警備開始","-","US00620305","IDカード／キー","○"
"2023/01/10（火）17:43","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/01/10（火）12:21","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/01/10（火）09:32","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/01/10（火）09:00","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/01/10（火）07:43","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/01/10（火）07:02","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","○"
"2023/01/07（土）18:40","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/01/07（土）18:16","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/01/07（土）18:15","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/01/07（土）18:08","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/01/07（土）18:08","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/01/07（土）18:06","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/01/07（土）16:04","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/01/07（土）15:51","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/01/07（土）15:27","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/01/07（土）15:06","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/01/07（土）13:02","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/01/07（土）12:17","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/01/07（土）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/01/07（土）08:41","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/01/07（土）08:36","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/01/07（土）08:12","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/01/06（金）21:29","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/01/06（金）20:39","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/01/06（金）20:10","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/01/06（金）20:08","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/01/06（金）19:36","4階テナント","警備操作","警備開始","-","US00620314","IDカード／キー","○"
"2023/01/06（金）19:00","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/01/06（金）18:58","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/01/06（金）18:51","3階テナント","警備操作","警備開始","-","US00620310","IDカード／キー","○"
"2023/01/06（金）17:53","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/01/06（金）09:32","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/01/06（金）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/01/06（金）08:08","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/01/06（金）06:45","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","○"
"2023/01/05（木）20:50","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/01/05（木）19:35","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/01/05（木）19:14","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/01/05（木）18:39","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/01/05（木）12:25","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/01/05（木）09:49","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/01/05（木）09:02","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/01/05（木）08:04","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/01/05（木）07:08","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","○"
