"日時","地区","種類","内容","警備エリア","操作者","警備操作方法","メール"
"2022/12/07（水）17:58","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2022/12/07（水）17:57","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2022/12/07（水）17:54","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2022/12/07（水）09:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/12/07（水）09:00","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2022/12/07（水）08:35","3階テナント","警備操作","警備解除","-","US00620305","IDカード／キー","○"
"2022/12/07（水）08:06","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2022/12/06（火）20:57","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2022/12/06（火）19:51","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2022/12/06（火）19:48","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2022/12/06（火）19:25","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2022/12/06（火）18:59","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/12/06（火）18:15","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2022/12/06（火）09:33","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/12/06（火）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2022/12/06（火）08:38","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2022/12/06（火）08:05","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2022/12/06（火）08:05","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2022/12/06（火）07:04","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","○"
"2022/12/05（月）23:57","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2022/12/05（月）19:47","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2022/12/05（月）18:21","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2022/12/05（月）09:33","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/12/05（月）09:00","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2022/12/05（月）07:44","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2022/12/05（月）07:03","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2022/12/04（日）18:39","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2022/12/04（日）16:54","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2022/12/02（金）20:03","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2022/12/02（金）20:01","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2022/12/02（金）09:31","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2022/12/02（金）09:31","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2022/12/02（金）09:31","4階テナント","警備警報","防犯警報","-","","","○"
"2022/12/02（金）09:29","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2022/12/02（金）09:29","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2022/12/02（金）09:27","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2022/12/02（金）09:27","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2022/12/02（金）09:20","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2022/12/02（金）09:19","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2022/12/02（金）09:08","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2022/12/02（金）09:08","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2022/12/02（金）09:04","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2022/12/02（金）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2022/12/02（金）08:17","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2022/12/02（金）06:47","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2022/12/01（木）22:08","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2022/12/01（木）21:10","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/12/01（木）19:40","3階テナント","警備操作","警備開始","-","US00620309","IDカード／キー","○"
"2022/12/01（木）18:17","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2022/12/01（木）09:51","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/12/01（木）08:59","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2022/12/01（木）07:57","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2022/12/01（木）07:05","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","○"
