"日時","地区","種類","内容","警備エリア","操作者","警備操作方法","メール"
"2023/03/25（土）18:40","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/03/25（土）18:17","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/03/24（金）22:00","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/03/24（金）22:00","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/03/24（金）21:13","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/03/24（金）20:36","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/03/24（金）20:35","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/03/24（金）18:46","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/24（金）18:34","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/03/24（金）17:27","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/03/24（金）11:46","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/24（金）09:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/24（金）09:00","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/03/24（金）08:17","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/03/24（金）06:34","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","○"
"2023/03/24（金）00:52","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/03/23（木）21:36","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/03/23（木）18:47","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/23（木）18:17","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/03/23（木）15:50","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/23（木）09:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/23（木）09:00","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/03/23（木）08:05","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/03/23（木）07:05","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","○"
"2023/03/22（水）22:40","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/03/22（水）20:30","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/03/22（水）20:30","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/03/22（水）18:41","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/03/22（水）18:40","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/03/22（水）18:09","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/03/22（水）17:56","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/03/22（水）09:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/22（水）09:00","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/03/22（水）08:43","3階テナント","警備操作","警備解除","-","US00620309","IDカード／キー","○"
"2023/03/22（水）07:46","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/03/21（火）22:37","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/03/21（火）20:40","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/03/20（月）21:54","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/03/20（月）20:37","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/03/20（月）20:36","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/03/20（月）19:23","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/03/20（月）19:23","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/03/20（月）18:46","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/20（月）18:44","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/03/20（月）18:40","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/03/20（月）17:27","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/20（月）09:43","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/20（月）09:00","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/03/20（月）08:04","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/03/20（月）07:00","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","○"
"2023/03/19（日）18:30","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/03/19（日）18:28","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/03/19（日）18:28","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/03/19（日）17:43","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/03/19（日）17:39","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/03/19（日）17:39","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/03/18（土）21:53","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/03/18（土）18:35","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/18（土）18:31","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/03/18（土）18:22","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/03/18（土）09:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/18（土）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/03/18（土）08:29","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/03/18（土）07:48","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/03/17（金）19:22","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/03/17（金）19:18","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/03/17（金）19:17","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/03/17（金）19:12","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/03/17（金）19:11","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/03/17（金）18:39","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/17（金）18:37","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/03/17（金）18:09","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/03/17（金）18:08","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/03/17（金）18:00","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/17（金）17:36","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/03/17（金）17:35","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/03/17（金）17:18","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/03/17（金）13:42","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/17（金）09:32","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/17（金）09:00","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/03/17（金）07:56","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/03/17（金）06:50","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","○"
"2023/03/16（木）21:46","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/03/16（木）20:47","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/03/16（木）20:46","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/03/16（木）19:42","3階テナント","警備操作","警備開始","-","US00620310","IDカード／キー","○"
"2023/03/16（木）18:36","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/16（木）17:53","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/03/16（木）13:36","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/16（木）11:11","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/16（木）09:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/16（木）09:00","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/03/16（木）08:42","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","○"
"2023/03/16（木）08:27","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/03/15（水）21:40","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/03/15（水）20:03","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/03/15（水）19:20","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/15（水）17:50","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/03/15（水）09:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/15（水）09:00","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/03/15（水）08:05","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/03/15（水）07:55","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/03/14（火）20:31","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/03/14（火）20:04","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/03/14（火）18:43","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/14（火）18:34","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/03/14（火）11:36","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/14（火）09:30","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/14（火）09:00","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/03/14（火）07:54","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/03/14（火）07:02","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","○"
"2023/03/14（火）00:24","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/03/13（月）21:13","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/03/13（月）21:12","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/03/13（月）20:40","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/03/13（月）20:36","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/03/13（月）18:41","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/13（月）09:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/13（月）08:58","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/03/13（月）08:28","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/03/13（月）07:50","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/03/12（日）20:07","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/03/12（日）16:13","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/03/11（土）21:50","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/11（土）21:19","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/03/11（土）21:16","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/03/11（土）21:15","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/03/11（土）18:59","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/03/11（土）18:54","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/03/11（土）09:30","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/11（土）09:00","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/03/11（土）08:38","3階テナント","警備操作","警備解除","-","US00620305","IDカード／キー","○"
"2023/03/11（土）07:49","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/03/10（金）21:38","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/03/10（金）20:40","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/03/10（金）20:13","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/03/10（金）19:07","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/10（金）18:32","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/03/10（金）17:46","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/03/10（金）12:25","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/10（金）10:28","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/10（金）09:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/10（金）08:59","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/03/10（金）07:53","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/03/10（金）06:29","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","○"
"2023/03/09（木）21:09","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/09（木）20:38","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/03/09（木）20:29","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/03/09（木）20:29","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/03/09（木）18:47","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/03/09（木）18:20","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/03/09（木）09:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/09（木）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/03/09（木）08:43","3階テナント","警備操作","警備解除","-","US00620309","IDカード／キー","○"
"2023/03/09（木）08:12","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/03/08（水）22:15","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/03/08（水）19:17","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/03/08（水）18:42","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/03/08（水）18:34","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/08（水）09:32","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/08（水）08:42","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/03/08（水）08:36","3階テナント","警備操作","警備解除","-","US00620305","IDカード／キー","○"
"2023/03/08（水）07:55","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/03/07（火）21:03","3階テナント","警備操作","警備開始","-","US00620309","IDカード／キー","○"
"2023/03/07（火）19:56","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/03/07（火）18:39","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/07（火）17:38","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/03/07（火）14:49","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/07（火）09:48","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/07（火）09:00","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/03/07（火）07:53","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/03/07（火）06:32","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","○"
"2023/03/07（火）00:56","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/03/07（火）00:54","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/03/06（月）19:24","3階テナント","警備操作","警備開始","-","US00620309","IDカード／キー","○"
"2023/03/06（月）19:24","3階テナント","警備操作","警備解除","-","US00620309","IDカード／キー","○"
"2023/03/06（月）19:23","3階テナント","警備操作","警備開始","-","US00620309","IDカード／キー","○"
"2023/03/06（月）19:22","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/03/06（月）18:45","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/06（月）18:33","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/03/06（月）18:32","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/03/06（月）18:08","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/03/06（月）09:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/06（月）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/03/06（月）08:37","3階テナント","警備操作","警備解除","-","US00620309","IDカード／キー","○"
"2023/03/06（月）07:49","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/03/05（日）17:34","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/03/05（日）16:34","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/03/04（土）20:03","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/03/04（土）20:01","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/03/04（土）13:24","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/03/04（土）13:24","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/03/03（金）19:19","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/03/03（金）18:48","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/03（金）18:17","3階テナント","警備操作","警備開始","-","US00620305","IDカード／キー","○"
"2023/03/03（金）17:43","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/03/03（金）09:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/03（金）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/03/03（金）08:27","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/03/03（金）07:56","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/03/03（金）00:32","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/03/02（木）23:20","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/03/02（木）23:16","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","○"
"2023/03/02（木）20:30","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","○"
"2023/03/02（木）18:48","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/02（木）18:15","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/03/02（木）09:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/02（木）09:00","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/03/02（木）08:07","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/03/02（木）06:52","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","○"
"2023/03/01（水）22:32","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","○"
"2023/03/01（水）20:15","3階テナント","警備操作","警備開始","-","US00620309","IDカード／キー","○"
"2023/03/01（水）19:03","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","○"
"2023/03/01（水）18:44","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/01（水）09:32","1Fサーバールーム","空室検索","空室","-","","","-"
"2023/03/01（水）09:00","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","○"
"2023/03/01（水）08:26","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","○"
"2023/03/01（水）07:04","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","○"
