"日時","地区","種類","内容","警備エリア","操作者","警備操作方法","メール"
"2022/09/12（月）21:06","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","-"
"2022/09/12（月）19:22","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","-"
"2022/09/12（月）19:21","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","-"
"2022/09/12（月）19:05","3階テナント","警備操作","警備開始","-","US00620310","IDカード／キー","-"
"2022/09/12（月）18:45","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/09/12（月）18:14","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","-"
"2022/09/12（月）09:32","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/09/12（月）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","-"
"2022/09/12（月）08:00","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","-"
"2022/09/12（月）07:49","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","-"
"2022/09/10（土）21:30","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","-"
"2022/09/10（土）18:02","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","-"
"2022/09/10（土）17:56","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","-"
"2022/09/10（土）09:49","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/09/10（土）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","-"
"2022/09/10（土）08:17","3階テナント","警備操作","警備解除","-","US00620311","IDカード／キー","-"
"2022/09/10（土）08:06","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","-"
"2022/09/09（金）20:01","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","-"
"2022/09/09（金）18:25","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","-"
"2022/09/09（金）18:18","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","-"
"2022/09/09（金）09:41","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/09/09（金）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","-"
"2022/09/09（金）08:08","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","-"
"2022/09/09（金）07:59","3階テナント","警備操作","警備解除","-","US00620311","IDカード／キー","-"
"2022/09/08（木）21:59","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","-"
"2022/09/08（木）20:18","3階テナント","警備操作","警備開始","-","US00620309","IDカード／キー","-"
"2022/09/08（木）20:17","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","-"
"2022/09/08（木）20:03","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","-"
"2022/09/08（木）20:02","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","-"
"2022/09/08（木）20:00","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","-"
"2022/09/08（木）19:05","3階テナント","警備操作","警備開始","-","US00620310","IDカード／キー","-"
"2022/09/08（木）18:56","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","-"
"2022/09/08（木）18:49","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/09/08（木）18:00","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","-"
"2022/09/08（木）09:31","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/09/08（木）09:02","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","-"
"2022/09/08（木）08:01","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","-"
"2022/09/08（木）08:00","3階テナント","警備操作","警備解除","-","US00620311","IDカード／キー","-"
"2022/09/07（水）19:06","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/09/07（水）18:35","3階テナント","警備操作","警備開始","-","US00620310","IDカード／キー","-"
"2022/09/07（水）18:24","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","-"
"2022/09/07（水）18:11","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","-"
"2022/09/07（水）09:51","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/09/07（水）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","-"
"2022/09/07（水）08:05","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","-"
"2022/09/07（水）07:30","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","-"
"2022/09/06（火）23:23","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","-"
"2022/09/06（火）23:23","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","-"
"2022/09/06（火）20:15","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","-"
"2022/09/06（火）19:02","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/09/06（火）18:34","3階テナント","警備操作","警備開始","-","US00620310","IDカード／キー","-"
"2022/09/06（火）17:56","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","-"
"2022/09/06（火）17:55","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","-"
"2022/09/06（火）17:45","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","-"
"2022/09/06（火）13:17","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/09/06（火）10:09","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/09/06（火）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","-"
"2022/09/06（火）08:47","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","-"
"2022/09/06（火）07:48","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","-"
"2022/09/05（月）22:30","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","-"
"2022/09/05（月）19:13","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","-"
"2022/09/05（月）19:11","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","-"
"2022/09/05（月）18:14","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","-"
"2022/09/05（月）18:11","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","-"
"2022/09/05（月）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","-"
"2022/09/05（月）07:56","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","-"
"2022/09/05（月）07:52","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","-"
"2022/09/03（土）01:26","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","-"
"2022/09/02（金）19:08","3階テナント","警備操作","警備開始","-","US00620308","IDカード／キー","-"
"2022/09/02（金）18:53","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/09/02（金）17:35","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","-"
"2022/09/02（金）17:20","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/09/02（金）09:47","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/09/02（金）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","-"
"2022/09/02（金）08:14","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","-"
"2022/09/02（金）07:09","3階テナント","警備操作","警備解除","-","US00620310","IDカード／キー","-"
"2022/09/01（木）23:53","4階テナント","警備操作","警備開始","-","US00620315","IDカード／キー","-"
"2022/09/01（木）20:12","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/09/01（木）19:41","3階テナント","警備操作","警備開始","-","US00620313","IDカード／キー","-"
"2022/09/01（木）18:45","5階テナント","警備操作","警備開始","-","US00620320","IDカード／キー","-"
"2022/09/01（木）09:35","1Fサーバールーム","空室検索","空室","-","","","-"
"2022/09/01（木）09:01","5階テナント","警備操作","警備解除","-","US00620320","IDカード／キー","-"
"2022/09/01（木）08:19","3階テナント","警備操作","警備解除","-","US00620313","IDカード／キー","-"
"2022/09/01（木）08:06","4階テナント","警備操作","警備解除","-","US00620315","IDカード／キー","-"
